,UnitPriceMean,UnitPriceStd,TotalQuantity,NoOfUniqueItems,NoOfInvoices,UniqueItemsPerInvoice,QuantityPerInvoice,SpendingPerInvoice
591,2.5824444444444454,2.3985991703071154,374.0,37.0,3.0,14.666666666666666,124.66666666666667,210.59333333333336
592,1.5557894736842106,0.7238709123485766,644.0,44.0,2.0,28.5,322.0,395.5299999999999
593,4.640606060606061,3.269729479821247,208.0,31.0,2.0,16.5,104.0,281.94000000000005
594,2.2350000000000008,2.302960252788989,316.0,21.0,5.0,5.6,63.2,99.944
595,3.022500000000001,2.235537577601764,242.0,24.0,1.0,24.0,242.0,587.66
596,3.10625,2.612781085357133,130.0,16.0,1.0,16.0,130.0,305.7
597,2.9462500000000005,3.204408393475137,469.0,22.0,3.0,8.0,156.33333333333334,196.13000000000002
598,1.249047619047619,1.3543555838918553,458.0,12.0,4.0,5.25,114.5,104.455
599,4.086607142857141,3.141185228995123,494.0,40.0,3.0,18.666666666666668,164.66666666666666,394.4333333333334
600,1.5599999999999998,1.8481964691772481,1078.0,54.0,1.0,54.0,1078.0,1085.46
601,0.9701612903225809,0.6983199791149435,1686.0,50.0,4.0,15.5,421.5,322.24
602,7.9159999999999995,25.647990387340112,442.0,45.0,4.0,11.25,110.5,287.2425
603,1.9800000000000006,2.5263201169553584,395.0,31.0,1.0,31.0,395.0,424.48999999999984
604,4.081428571428572,3.8692522348824534,173.0,21.0,1.0,21.0,173.0,332.1799999999999
605,2.7379787234042525,2.437725707129158,879.0,50.0,11.0,8.545454545454545,79.9090909090909,151.71363636363637
606,2.877397260273971,2.3968069195153854,550.0,54.0,4.0,18.25,137.5,289.6075
607,2.9175000000000004,1.5414904661212983,61.0,8.0,1.0,8.0,61.0,105.54
608,3.5517543859649106,2.1022089766371073,519.0,41.0,8.0,7.125,64.875,192.73125
609,1.5399999999999996,0.9649870465451855,128.0,16.0,1.0,16.0,128.0,133.22000000000003
610,3.1861320754716957,2.489879159720202,1001.0,69.0,6.0,17.666666666666668,166.83333333333334,360.97166666666664
611,4.166326530612244,2.891769710371683,91.0,48.0,1.0,48.0,91.0,353.79999999999995
612,2.3215000000000003,1.754414807219055,191.0,20.0,2.0,10.0,95.5,162.72500000000002
613,2.528265306122448,2.6127830189559855,14017.0,59.0,10.0,9.8,1401.7,1864.9419999999998
614,2.437313432835821,2.6975508432254838,792.0,58.0,3.0,22.333333333333332,264.0,346.3666666666666
615,2.1031868131868117,1.7752082063307884,951.0,64.0,6.0,15.166666666666666,158.5,242.76333333333335
616,5.178666666666667,8.784058504445643,202.0,15.0,2.0,7.5,101.0,386.625
617,3.2303846153846156,3.6920839435410793,244.0,24.0,4.0,6.5,61.0,97.0925
618,4.864642857142856,12.400054206017382,2124.0,22.0,3.0,8.0,708.0,495.74666666666667
619,1.9520547945205453,2.08016409094396,1762.0,121.0,6.0,24.333333333333332,293.6666666666667,340.63666666666666
620,6.661428571428569,3.3899419940006466,218.0,22.0,8.0,4.375,27.25,145.60625
621,1.4418181818181817,0.533194489502999,2726.0,5.0,5.0,2.2,545.2,684.78
622,2.7105000000000006,2.0929618272979362,197.0,20.0,1.0,20.0,197.0,311.1900000000001
623,3.962499999999999,5.541881887116171,604.0,57.0,3.0,22.666666666666668,201.33333333333334,520.9833333333333
624,2.5365680473372794,2.9564645353476258,2202.0,306.0,3.0,109.33333333333333,734.0,1060.0466666666664
625,6.406086956521737,5.7859325487718225,294.0,43.0,3.0,15.333333333333334,98.0,341.5933333333333
626,2.6645033112582737,2.3352349457079535,1228.0,123.0,14.0,10.642857142857142,87.71428571428571,142.77642857142857
627,7.283333333333334,3.214550253664318,104.0,3.0,2.0,1.5,52.0,299.4
628,2.4405,4.569890280902506,1164.0,31.0,3.0,13.333333333333334,388.0,295.96
629,1.965625,1.6096457943700946,157.0,16.0,2.0,8.0,78.5,56.03999999999999
630,3.361666666666667,3.5010903063664798,104.0,12.0,2.0,6.0,52.0,103.56
631,4.803333333333333,5.701831368286943,151.0,13.0,3.0,5.0,50.333333333333336,135.4
632,3.3842753623188395,2.8799006186424494,724.0,122.0,3.0,45.333333333333336,241.33333333333334,524.3866666666665
633,3.5772307692307685,4.103168938337594,811.0,62.0,2.0,32.5,405.5,951.865
634,2.7454838709677407,3.0215765810356534,1154.0,88.0,2.0,46.5,577.0,1089.625
635,5.410714285714284,3.127428157177536,35.0,27.0,1.0,27.0,35.0,177.94999999999996
636,3.039354838709678,1.6334359195345887,100.0,31.0,1.0,31.0,100.0,218.05
637,3.35121951219512,3.3821739990154485,1334.0,104.0,3.0,41.0,444.6666666666667,974.8233333333334
638,2.684117647058823,3.209824576833092,776.0,127.0,4.0,45.0,194.0,313.93999999999994
639,2.1867553191489337,1.9074964984719573,612.0,160.0,3.0,62.0,204.0,276.5299999999999
640,2.2487272727272734,2.439319163167866,617.0,54.0,2.0,27.5,308.5,402.4550000000001
641,4.194000000000001,2.8029000854273933,75.0,10.0,1.0,10.0,75.0,215.01000000000005
642,2.1121463414634176,2.428212626265221,58749.0,318.0,16.0,38.4375,3671.8125,5100.78875
643,3.3285714285714283,3.098679264914842,145.0,14.0,1.0,14.0,145.0,286.95
644,2.25028846153846,2.009211532901213,1005.0,86.0,4.0,26.0,251.25,265.71500000000003
645,3.563333333333331,4.747114859278159,669.0,61.0,3.0,22.0,223.0,369.2733333333333
646,2.3333333333333335,1.1800141242092543,132.0,3.0,2.0,1.5,66.0,106.86000000000001
647,4.25,0.0,102.0,2.0,1.0,2.0,102.0,433.5
648,0.39999999999999997,5.887846720064156e-17,4560.0,6.0,2.0,4.5,2280.0,912.0
649,2.2525,1.4972797556457735,177.0,16.0,1.0,16.0,177.0,289.74
650,3.294666666666666,1.7239691191577429,310.0,15.0,2.0,7.5,155.0,450.8900000000001
651,2.294615384615385,1.8673850494948607,232.0,11.0,2.0,6.5,116.0,231.00000000000003
652,4.14888888888889,3.764933683483102,179.0,25.0,2.0,13.0,89.5,290.15
653,2.24,2.3657528752316175,526.0,15.0,2.0,8.0,263.0,328.59000000000003
654,3.587931034482759,2.8820951430848187,784.0,83.0,3.0,29.0,261.3333333333333,550.2033333333335
655,2.961884057971013,4.200161858002448,769.0,62.0,4.0,17.25,192.25,258.2375
656,7.908518518518518,26.854751900745498,2512.0,51.0,5.0,10.8,502.4,790.3679999999998
657,3.216666666666667,0.4618802153517005,20.0,3.0,1.0,3.0,20.0,65.4
658,2.9226315789473687,1.3270888863526444,256.0,11.0,4.0,4.75,64.0,175.22000000000003
659,1.4584999999999997,0.7655288849443962,4020.0,7.0,7.0,2.857142857142857,574.2857142857143,391.9942857142857
660,3.2562499999999996,2.2323014229393716,150.0,8.0,1.0,8.0,150.0,434.0
662,3.5136363636363637,2.915912456598355,85.0,11.0,1.0,11.0,85.0,193.15
663,3.3388421052631556,2.9917560001052452,537.0,89.0,3.0,31.0,179.0,354.2899999999999
664,2.825384615384616,2.1621641580032374,374.0,26.0,1.0,26.0,374.0,662.8999999999999
665,1.25,0.0,800.0,1.0,2.0,1.0,400.0,500.0
666,2.056,2.669832287699818,540.0,10.0,1.0,10.0,540.0,433.5
667,2.9600000000000004,0.7447818472546173,120.0,3.0,1.0,3.0,120.0,344.88
668,3.688888888888889,5.394718353270271,63.0,9.0,1.0,9.0,63.0,128.7
669,0.8115384615384614,0.5094906959216912,496.0,13.0,1.0,13.0,496.0,354.64
670,2.2376470588235295,0.9829072273857075,171.0,17.0,1.0,17.0,171.0,307.30000000000007
671,4.33065217391304,4.3461126447404625,391.0,41.0,3.0,15.333333333333334,130.33333333333334,268.3633333333333
672,2.700000000000001,2.8454552157107282,603.0,50.0,2.0,26.5,301.5,372.095
673,2.7125842696629197,2.5677198622734103,305.0,71.0,5.0,16.2,61.0,136.712
674,3.3353333333333337,1.0375098393107733,191.0,13.0,2.0,7.5,95.5,300.885
675,2.360857142857143,2.022105906755788,1195.0,69.0,2.0,35.0,597.5,1195.7949999999998
676,5.154000000000001,10.564854076922531,402.0,24.0,2.0,12.5,201.0,435.28000000000003
677,4.906000000000001,3.2321881133374646,48.0,15.0,1.0,15.0,48.0,168.43999999999997
678,2.214,1.13213858594157,528.0,7.0,3.0,3.3333333333333335,176.0,343.48
679,3.5068421052631567,2.712402834266759,456.0,49.0,3.0,19.0,152.0,326.8266666666667
680,3.5500000000000003,4.644921325237604,169.0,18.0,1.0,18.0,169.0,312.95
681,2.4321739130434783,2.6338443326019565,131.0,23.0,1.0,23.0,131.0,201.93999999999997
682,1.792857142857143,0.9897089519266812,132.0,7.0,1.0,7.0,132.0,331.6
683,1.76,0.17018706285624766,1200.0,6.0,3.0,4.0,400.0,689.0
684,1.0522222222222224,0.9027901557723573,368.0,18.0,2.0,9.0,184.0,118.73
686,3.041724137931035,3.4722471819573615,305.0,29.0,1.0,29.0,305.0,344.80999999999995
687,2.9636571428571408,2.7599821541033216,1050.0,154.0,3.0,58.333333333333336,350.0,550.5833333333333
688,1.604428571428572,1.8025735513058803,653.0,70.0,2.0,35.0,326.5,260.76500000000004
689,3.094999999999999,3.4189873702137548,749.0,59.0,6.0,11.5,124.83333333333333,252.78999999999996
690,2.6857142857142864,2.4769419990517876,2837.0,49.0,5.0,9.8,567.4,392.036
691,2.3902531645569627,2.2484467428869275,1309.0,66.0,4.0,19.75,327.25,473.83
692,4.454422110552763,24.79610395314688,23415.0,154.0,5.0,39.8,4683.0,7638.547999999998
693,1.4250000000000005,1.6312052255326055,1081.0,33.0,3.0,14.0,360.3333333333333,296.30666666666673
694,3.55,2.4566236993076496,92.0,5.0,1.0,5.0,92.0,211.8
695,3.5701923076923086,2.8713728972799384,4002.0,38.0,5.0,10.4,800.4,1213.3319999999999
696,2.1940800000000045,1.70202023527437,1020.0,185.0,6.0,62.5,170.0,322.85833333333323
697,5.030526315789481,3.2048931140380157,321.0,111.0,3.0,44.333333333333336,107.0,467.35333333333347
698,4.168333333333332,3.0857609381440896,338.0,44.0,2.0,24.0,169.0,397.03000000000003
699,1.796162162162161,1.2132761414037807,271.0,131.0,4.0,46.25,67.75,107.57499999999999
700,3.570144927536231,3.100488810016909,282.0,69.0,1.0,69.0,282.0,499.8899999999999
701,5.079642857142857,6.203945269323538,205.0,25.0,2.0,14.0,102.5,281.95000000000005
702,4.752727272727273,5.240246459332371,240.0,29.0,3.0,11.0,80.0,198.0066666666667
703,2.653733333333333,2.417440445244991,448.0,65.0,2.0,36.5,224.0,341.48
704,2.5982500000000006,2.052606707304591,566.0,36.0,2.0,20.0,283.0,616.2900000000002
705,5.1940740740740745,7.4831021227107,327.0,25.0,2.0,13.5,163.5,402.5
706,2.6200000000000006,2.924517054147573,281.0,11.0,1.0,11.0,281.0,311.07000000000005
707,4.59125,2.8528203463540125,240.0,7.0,2.0,4.0,120.0,344.4
708,1.854303797468356,1.7545192076787306,2015.0,46.0,8.0,9.875,251.875,306.17125000000004
709,2.9248979591836726,3.5070410016734166,630.0,98.0,1.0,98.0,630.0,1138.6700000000005
710,2.5394444444444444,2.4449674278547024,729.0,54.0,4.0,13.5,182.25,275.79
711,1.6843930635838134,1.4431890182083529,771.0,160.0,2.0,85.5,385.5,461.6750000000001
712,0.9541176470588236,0.5681775561337473,404.0,17.0,1.0,17.0,404.0,304.24
713,3.0349350649350644,3.3280315121296487,762.0,67.0,2.0,38.5,381.0,793.6350000000002
714,4.53064516129032,2.845291693806639,358.0,50.0,3.0,20.666666666666668,119.33333333333333,332.58333333333337
715,1.3644067796610166,1.6345011589393057,1395.0,58.0,2.0,29.5,697.5,650.8449999999999
716,1.4813793103448278,0.4661217202921129,688.0,23.0,2.0,14.5,344.0,569.44
717,4.049411764705884,2.783236551948077,234.0,33.0,2.0,17.0,117.0,271.98
718,2.5115384615384624,1.162530661299537,2824.0,20.0,3.0,8.666666666666666,941.3333333333334,2409.44
719,8.45,4.236744032862972,38.0,5.0,3.0,2.3333333333333335,12.666666666666666,110.5
720,5.197777777777776,3.1310579704529453,123.0,54.0,3.0,21.0,41.0,132.91333333333338
721,3.182099999999998,2.6275222783512837,228.0,76.0,4.0,24.75,57.0,142.255
722,5.81880952380952,5.982866268946867,86.0,39.0,2.0,20.0,43.0,212.59000000000003
723,1.9642857142857142,1.0172324733127156,58.0,7.0,1.0,7.0,58.0,97.50000000000001
724,2.358163265306123,1.9369248323366732,156.0,48.0,1.0,48.0,156.0,195.44999999999996
725,2.7140677966101694,2.4536026423116795,648.0,47.0,2.0,27.0,324.0,522.3850000000001
726,2.9321875,1.9346813263887728,306.0,32.0,3.0,10.666666666666666,102.0,223.76333333333332
727,2.607692307692308,2.1858953455137002,222.0,18.0,3.0,8.333333333333334,74.0,118.28333333333335
728,1.8532352941176466,0.4664483510219787,492.0,27.0,3.0,11.333333333333334,164.0,303.40000000000003
729,4.033661971830984,3.1936697384655073,556.0,57.0,3.0,23.666666666666668,185.33333333333334,434.08
730,2.2751515151515154,2.132985175188932,56.0,33.0,1.0,33.0,56.0,119.49000000000001
731,1.5761538461538462,0.9587625571671231,78.0,13.0,1.0,13.0,78.0,110.17999999999999
732,4.503636363636364,3.974287052511126,181.0,22.0,1.0,22.0,181.0,320.22
733,2.1954248366013065,1.9355507127811205,682.0,144.0,2.0,75.0,341.0,483.16
734,5.933461538461537,5.724626759751376,164.0,24.0,3.0,8.666666666666666,54.666666666666664,159.69333333333333
735,4.344304347826094,3.811503868688716,1621.0,125.0,3.0,76.66666666666667,540.3333333333334,1505.8966666666665
736,3.347272727272727,3.177634912378015,196.0,22.0,1.0,22.0,196.0,376.69999999999993
737,6.063333333333334,6.8793262323983955,908.0,9.0,4.0,4.5,227.0,302.55
738,5.0459259259259275,4.038238629040045,167.0,25.0,2.0,13.5,83.5,232.295
739,2.9526190476190473,4.271750330868059,1653.0,70.0,4.0,21.0,413.25,608.125
740,3.1631034482758693,2.8322172945821458,1606.0,212.0,15.0,20.466666666666665,107.06666666666666,236.8073333333333
741,0.9562068965517244,1.4969359509943339,645.0,29.0,1.0,29.0,645.0,326.82
742,3.1223076923076927,3.2048916458342958,303.0,23.0,2.0,13.0,151.5,381.06499999999994
743,1.6047619047619046,1.5753939794464717,468.0,21.0,1.0,21.0,468.0,566.8400000000001
744,4.221764705882353,2.9901682030201813,250.0,34.0,3.0,11.333333333333334,83.33333333333333,229.2266666666667
745,2.335428571428572,1.2486541998985827,418.0,35.0,1.0,35.0,418.0,827.18
746,3.8571951219512157,3.423285287408611,772.0,78.0,4.0,20.5,193.0,342.79999999999995
747,2.8250000000000006,3.0143882237754913,198.0,12.0,1.0,12.0,198.0,241.26000000000002
748,2.3320512820512826,1.039387925876975,522.0,33.0,3.0,13.0,174.0,353.70000000000005
749,9.153076923076924,7.790707482438489,71.0,13.0,1.0,13.0,71.0,302.5700000000001
750,3.0572222222222223,2.7329791291985592,322.0,36.0,2.0,18.0,161.0,377.11
751,4.640909090909091,7.157307391114978,894.0,9.0,3.0,3.6666666666666665,298.0,470.63999999999993
752,1.7848951048951038,1.639006426584203,1494.0,122.0,3.0,46.0,498.0,427.90333333333325
753,4.409019607843136,3.3673225297865135,1241.0,26.0,13.0,3.923076923076923,95.46153846153847,278.0576923076924
754,2.19254716981132,1.7188429448854217,695.0,87.0,4.0,26.25,173.75,243.5425
755,5.469811320754711,4.153894600050766,335.0,44.0,3.0,17.666666666666668,111.66666666666667,361.0500000000001
756,6.1,2.616295090390226,5.0,2.0,1.0,2.0,5.0,24.95
757,2.064285714285714,1.1795883059053152,182.0,7.0,1.0,7.0,182.0,288.5
758,5.288181818181818,5.6273658660965955,256.0,29.0,3.0,11.0,85.33333333333333,205.76999999999998
759,2.648,4.18007211147641,1345.0,6.0,5.0,3.0,269.0,154.494
760,2.772727272727273,5.066130852848337,115.0,11.0,1.0,11.0,115.0,154.9
761,1.643962264150944,0.9030979579345447,603.0,46.0,3.0,17.666666666666668,201.0,284.10333333333335
762,3.054678899082567,2.7797457147250193,264.0,85.0,4.0,27.0,66.0,141.93749999999997
763,5.4857894736842105,3.6701942361398467,106.0,18.0,2.0,9.5,53.0,172.23000000000002
764,4.689062499999999,4.994844025059983,271.0,30.0,4.0,8.0,67.75,125.04749999999999
765,4.076666666666667,4.427073010307882,373.0,39.0,1.0,39.0,373.0,812.2500000000001
766,9.516511627906972,26.293239026295517,657.0,32.0,5.0,8.6,131.4,203.252
767,4.294761904761906,3.498210426843444,129.0,21.0,2.0,10.5,64.5,157.05500000000004
768,11.479062500000007,28.047361075908164,609.0,93.0,2.0,48.0,304.5,1193.2050000000004
769,2.0137735849056604,2.378998841153964,3134.0,27.0,8.0,6.625,391.75,547.5437499999999
770,2.246709677419356,2.1329336527937204,634.0,156.0,7.0,43.714285714285715,90.57142857142857,179.92571428571432
771,3.2786363636363642,2.74813754326634,128.0,21.0,2.0,11.0,64.0,123.72500000000002
772,3.6755555555555555,5.531578527535274,948.0,41.0,6.0,9.0,158.0,223.295
773,3.9769444444444417,2.991606469426213,569.0,87.0,5.0,21.4,113.8,287.69599999999997
774,3.338461538461539,3.23633458382497,121.0,26.0,1.0,26.0,121.0,255.25000000000003
775,4.20925925925926,2.1005968491138707,72.0,19.0,2.0,12.5,36.0,129.5
776,5.478999999999997,3.967728106426978,996.0,31.0,9.0,5.555555555555555,110.66666666666667,447.05111111111114
777,2.92342105263158,2.678762598881512,424.0,36.0,2.0,19.0,212.0,380.20000000000005
778,2.9476111111111094,2.8190753593049087,1084.0,136.0,4.0,44.5,271.0,450.1725
780,2.7417241379310346,1.9982046744971513,228.0,27.0,3.0,9.666666666666666,76.0,153.76000000000002
781,2.9869230769230772,3.388212235655576,243.0,25.0,2.0,13.0,121.5,244.15499999999997
782,5.565849056603771,5.647712754858672,332.0,42.0,3.0,17.666666666666668,110.66666666666667,367.0233333333333
783,4.542613636363645,2.7050655104053227,415.0,120.0,4.0,43.75,103.75,381.8074999999999
784,2.2003333333333335,2.2891408844150605,378.0,56.0,2.0,30.0,189.0,225.28000000000003
785,8.95,6.020797289396148,25.0,9.0,1.0,9.0,25.0,205.75
786,1.6217741935483876,1.5317241161017543,983.0,55.0,3.0,20.666666666666668,327.6666666666667,354.3866666666667
787,4.851204819277106,3.6068192181160974,529.0,58.0,4.0,20.75,132.25,350.61249999999995
788,2.8657142857142843,3.490005428104484,748.0,70.0,1.0,70.0,748.0,1608.6599999999994
789,1.7428571428571427,0.9832945295628018,244.0,11.0,2.0,7.0,122.0,183.90000000000003
790,2.455333333333334,3.2394927760882077,712.0,51.0,2.0,30.0,356.0,597.86
791,3.6444247787610617,5.5424451376325115,1120.0,94.0,6.0,18.833333333333332,186.66666666666666,325.17500000000007
792,2.082,2.562407584983105,312.0,20.0,1.0,20.0,312.0,281.88
793,2.804615384615384,3.48490462419852,850.0,64.0,4.0,19.5,212.5,345.4425
794,3.5024999999999995,3.629403073050259,146.0,16.0,1.0,16.0,146.0,322.5800000000001
795,2.66948453608247,2.891537354625714,470.0,90.0,2.0,47.5,235.0,368.1400000000002
796,3.066842105263158,2.9202395088430526,1120.0,110.0,2.0,57.0,560.0,1062.8
797,1.4478125000000006,0.9913362294606556,1593.0,35.0,5.0,12.8,318.6,332.37800000000004
798,2.250487804878049,1.9577448138349287,153.0,39.0,2.0,20.0,76.5,144.375
799,3.292888888888889,2.472502065650596,156.0,45.0,2.0,22.5,78.0,180.65
800,3.841111111111111,1.7408363251928975,93.0,5.0,2.0,3.5,46.5,143.995
802,1.5108910891089111,1.3728809846522763,1098.0,82.0,5.0,20.2,219.6,185.43400000000005
803,4.016666666666666,2.6143832924802743,60.0,8.0,1.0,8.0,60.0,203.29999999999998
804,1.6915789473684215,1.0166179913570672,653.0,60.0,2.0,37.5,326.5,461.71000000000004
805,3.4099999999999975,2.5908255716773247,249.0,64.0,2.0,34.5,124.5,298.80499999999995
806,2.0404494382022444,1.592129945376879,447.0,158.0,2.0,88.0,223.5,337.005
807,2.4689285714285725,1.3791178716469827,1438.0,51.0,3.0,18.666666666666668,479.3333333333333,798.0066666666667
808,3.2981818181818188,2.1817634553021037,72.0,21.0,1.0,21.0,72.0,143.95
809,2.413652173913043,2.0791214956671564,267.0,103.0,2.0,53.5,133.5,265.62499999999994
810,3.0881395348837195,3.2408156241466015,831.0,74.0,2.0,40.0,415.5,848.02
811,3.9084745762711854,4.067556164357727,460.0,57.0,2.0,29.5,230.0,637.0500000000001
812,3.5847222222222226,3.26519260959867,73.0,31.0,2.0,18.0,36.5,135.76
813,2.8928571428571437,1.6508973877482356,331.0,23.0,3.0,11.666666666666666,110.33333333333333,255.41666666666674
814,4.07,1.2357184145265458,31.0,5.0,1.0,5.0,31.0,110.45
815,4.116504854368928,6.187081213197522,717.0,89.0,6.0,17.0,119.5,271.65833333333336
816,2.6352173913043484,2.5144001084032626,171.0,23.0,1.0,23.0,171.0,220.90000000000003
817,2.924479166666666,2.2761078828338173,1041.0,91.0,2.0,48.0,520.5,888.905
818,4.7723076923076935,10.603252766522603,14.0,13.0,1.0,13.0,14.0,64.99000000000001
819,1.626363636363636,1.0155517980612585,146.0,11.0,1.0,11.0,146.0,170.46000000000004
820,2.364541984732826,1.5045839218614612,4155.0,147.0,9.0,28.22222222222222,461.6666666666667,812.333333333333
821,1.4257894736842107,0.8880460185115139,5374.0,15.0,3.0,6.333333333333333,1791.3333333333333,1022.8766666666666
822,2.42904761904762,2.296761896099217,896.0,46.0,4.0,15.75,224.0,361.3475000000001
823,2.9302631578947356,3.1805416619119913,271.0,69.0,2.0,37.0,135.5,262.19999999999993
824,6.75,0.0,60.0,6.0,1.0,6.0,60.0,405.0
825,2.8977192982456135,3.6713918232462595,1586.0,53.0,2.0,28.5,793.0,1376.5400000000004
826,2.4526666666666666,4.390018657081518,221.0,15.0,2.0,7.5,110.5,142.46
827,2.2239606741573112,2.1941240513885445,1801.0,281.0,13.0,54.38461538461539,138.53846153846155,232.1915384615384
828,5.127142857142857,4.059218915143429,145.0,25.0,2.0,14.0,72.5,165.31
829,2.1930256410256392,2.726664170619321,4105.0,162.0,2.0,97.5,2052.5,2653.91
830,2.815384615384615,3.0536443129060706,113.0,13.0,1.0,13.0,113.0,238.5
831,3.69921568627451,1.8503565528159756,553.0,36.0,6.0,8.5,92.16666666666667,304.3916666666667
832,3.6551923076923063,2.9614155931300465,395.0,50.0,2.0,26.0,197.5,408.82500000000005
833,1.4135294117647057,0.9132629767519774,308.0,17.0,1.0,17.0,308.0,309.94
834,2.1166666666666663,1.8393075819319564,243.0,15.0,1.0,15.0,243.0,295.04999999999995
835,1.6060194174757283,1.1861755481343454,799.0,101.0,1.0,101.0,799.0,767.0500000000001
836,2.7920588235294104,2.506997469750861,461.0,93.0,3.0,32.666666666666664,153.66666666666666,357.77666666666664
837,2.8155555555555556,2.9998629598329614,110.0,9.0,2.0,4.5,55.0,94.58000000000001
838,2.1075,0.5939907406685732,56.0,4.0,1.0,4.0,56.0,114.68000000000002
839,2.485,2.234582983715555,158.0,7.0,3.0,3.3333333333333335,52.666666666666664,80.86666666666667
840,2.948896551724134,2.872750839362417,1083.0,120.0,4.0,36.25,270.75,596.7875000000001
841,1.9525000000000003,1.3563864091434605,139.0,12.0,1.0,12.0,139.0,167.39000000000001
842,4.3625,2.060816412423553,63.0,5.0,3.0,2.6666666666666665,21.0,74.55000000000001
843,2.7390909090909097,2.4164769891230167,110.0,22.0,1.0,22.0,110.0,115.80000000000001
844,4.362291666666666,3.2796621774547075,473.0,42.0,5.0,9.6,94.6,229.17199999999997
845,4.065531914893618,6.776922094910124,628.0,31.0,5.0,9.4,125.6,235.50799999999998
846,11.854444444444445,15.958682676768085,317.0,5.0,2.0,4.5,158.5,651.79
847,3.89222222222222,4.644549114606005,771.0,44.0,4.0,13.5,192.75,360.3225
848,7.311397849462366,13.010882701682924,1927.0,93.0,1.0,93.0,1927.0,7544.910000000001
849,2.9749999999999996,1.99409843574197,8.0,8.0,2.0,4.0,4.0,11.899999999999999
850,2.247047619047618,2.185791057211909,542.0,94.0,2.0,51.5,271.0,438.38
851,2.1745614035087724,2.1580886634237237,224.0,48.0,2.0,28.0,112.0,162.51999999999998
852,3.6288235294117634,2.814507166136781,182.0,51.0,1.0,51.0,182.0,437.70999999999987
853,3.476999999999999,3.752661300389769,229.0,78.0,2.0,39.0,114.5,246.03499999999994
854,3.704162436548224,3.280685116042471,675.0,132.0,5.0,38.0,135.0,325.26599999999996
855,1.619166666666666,1.082700003807894,730.0,81.0,2.0,46.5,365.0,372.95500000000004
856,2.6497777777777762,3.9617250180447594,1245.0,79.0,4.0,22.5,311.25,501.8300000000001
858,3.4199999999999995,3.278143105818021,528.0,10.0,1.0,10.0,528.0,970.6
859,2.5323809523809535,2.8077139468673113,357.0,42.0,2.0,21.0,178.5,228.99
860,3.831111111111111,3.8245475683489807,317.0,21.0,2.0,13.5,158.5,273.16
861,2.7815625,1.7577700487705548,295.0,30.0,2.0,16.0,147.5,300.42500000000007
862,1.6919999999999997,0.8122930505673429,228.0,5.0,2.0,2.5,114.0,192.18
863,3.8326666666666673,2.5305433258115784,139.0,15.0,1.0,15.0,139.0,387.2700000000001
864,3.1626086956521737,2.9887220864685506,1294.0,45.0,3.0,15.333333333333334,431.3333333333333,485.04000000000013
865,2.5366037735849067,2.6639819410598826,628.0,42.0,2.0,26.5,314.0,433.11499999999995
866,1.4116216216216217,1.7624927320788109,750.0,35.0,2.0,18.5,375.0,240.46999999999997
867,2.445368421052631,1.749176590799417,497.0,70.0,6.0,14.5,82.83333333333333,167.57500000000002
868,4.157272727272727,8.035770144683198,104.0,11.0,1.0,11.0,104.0,157.45000000000002
869,4.4714285714285715,4.728623579053523,729.0,7.0,3.0,2.3333333333333335,243.0,613.4000000000001
870,6.4661764705882305,10.44184995066281,308.0,34.0,2.0,17.0,154.0,324.1500000000001
871,2.2352631578947366,1.3152243932798549,135.0,19.0,1.0,19.0,135.0,256.40999999999997
872,1.9815384615384615,1.64574657264614,424.0,39.0,1.0,39.0,424.0,620.1400000000001
873,3.451311475409835,2.8533304957597854,967.0,43.0,3.0,20.333333333333332,322.3333333333333,585.7533333333334
874,4.427777777777778,3.4034092384614056,69.0,9.0,1.0,9.0,69.0,169.65
875,3.3545454545454545,2.3666750026528396,60.0,32.0,1.0,32.0,60.0,161.9
876,2.1624528301886796,2.4323096855429545,608.0,53.0,1.0,53.0,608.0,1012.0100000000001
877,4.152222222222223,4.171551393143925,1517.0,22.0,7.0,3.4285714285714284,216.71428571428572,295.0585714285714
878,3.2218947368421063,3.0316399580791074,803.0,149.0,8.0,23.0,100.375,214.65375
879,2.260975609756098,1.8131089389196238,159.0,40.0,1.0,40.0,159.0,257.90000000000003
880,57.363805309734516,316.1140331778984,2480.0,96.0,4.0,27.5,620.0,2565.6624999999995
881,2.5455263157894725,2.3003115120851745,422.0,71.0,2.0,37.5,211.0,405.185
882,2.8244444444444454,2.3049418801147836,418.0,41.0,4.0,11.25,104.5,175.7875
883,3.0272897196261663,2.5057999024502595,545.0,94.0,3.0,35.0,181.66666666666666,317.68666666666667
884,3.8362337662337653,4.1227379887135305,220.0,47.0,3.0,25.333333333333332,73.33333333333333,190.45666666666668
885,7.379583333333329,25.16418598605128,316.0,24.0,1.0,24.0,316.0,636.9400000000002
886,2.91375,4.327206758791788,223.0,16.0,1.0,16.0,223.0,287.93
887,4.383039215686274,11.533127214462764,3589.0,83.0,10.0,10.2,358.9,616.1049999999999
888,2.5028571428571427,1.7397961019011614,78.0,7.0,1.0,7.0,78.0,153.78000000000003
889,5.2620000000000005,3.6313037144621587,163.0,24.0,2.0,12.5,81.5,278.725
890,5.481290322580645,5.660817221294398,342.0,22.0,3.0,10.333333333333334,114.0,225.49666666666667
891,2.6993999999999994,5.0861171033269565,2015.0,202.0,2.0,124.5,1007.5,1508.905
